street,number,zip,city,latitude,longitude
Karkenweg,22,25853,Drelsdorf,54.60363,9.03867
Plöner Str.,84-86,24534,Neumünster,54.06982,9.998823
Meldorfer Str.,58,25746,Heide,54.188876,9.089023
Sedanstrasse,14b,24116,Kiel ,54.328382,10.109943
Altonaer Strasse,101,24539,Neumünster,54.0618832,9.9842291
Wittorfer Strasse,22-26,24534,Neumünster ,54.067961,9.985752
Gerichtsstrasse,4a,24340,Eckernförde,54.468918,9.836503
Von-der-Gröben-Strasse,2,24143,Kiel,54.30969153,10.15588269
Heiligen-Geist-Kamp,4a,23568,Lübeck,53.875658,10.708577
Strandbad am Dieksee,,23714,Bad Malente-Gremsmühlen,54.173816,10.504019
Hubertushöh,,23701,Eutin,54.15306,10.595648
Waldstraße,2,24939,Flensburg ,54.793573,9.424167
Am Holm,22-28,24937,Flesnburg,54.7853237,9.4345298
Dorfstraße,1,24969,Großenwiehe,54.70627,9.249
Lüneburger Damm,11,23909,Ratzeburg ,53.699148,10.76154
Drachenbahn,18,24159,Kiel,54.429188,10.168429
Sieker Landstrasse,203,22927,Großhansdorf,53.64781,10.278107
Bastianstraße,22a,25980,Westerland,54.910624,8.313947
Maybachstraße,2,25980,Westerland auf Sylt,54.9082,8.3049
Johannesstrasse,8,24143,Kiel ,54.313116,10.143094
Berliner Strasse,53,23611,Seeretz / Ratekau,53.923208,10.737591
Sankt-Florian-Weg,1,23879,Mölln ,53.61042,10.67607
Gottorfstraße,2,24837,Schleswig ,54.508407,9.541012
Breitestrasse,62,23552,Lübeck,53.866918,10.685546
Alte Dorfstraße,1,23847,Meddewade ,53.815795,10.439203
Hutmacherring,16-22,23556,Lübeck,53.863103,10.600015
Postsrat,2,25938,Nieblum,54.6900935,8.4909201
Hamburger Strasse,29A,23795,Bad Segeberg,53.938518,10.301276
Suchsdorfer Weg,72,24119,Kronshagen,54.340214,10.081684
Holmberg,20,24955,Harrislee,54.805106,9.38845
Alt Frösleer Weg,39,24955,Harrislee,54.80572417,9.39415276
Konrad-Adenauer-Ring,3,23843,Bad Oldesloe,53.813558,10.37099987
Ostseestraße,58,23689,Luschendorf,54.002938,10.723461
Rönnbaum,14,22965,Todendorf,53.69322,10.34996
Kopperpahler Allee,69,24119,Kronshagen,54.338222,10.085823
Nußbaumkoppel,1,24119,Kronshagen,54.337673,10.098989
Suchsdorfer Weg,35,24119,Kronshagen,54.34111,10.07917
Eichkoppelweg,26,24119,Kronshagen,54.33797,10.085001
Suchsdorfer Weg,33,24119,Kronshagen,54.34056,10.08167
Kopperpahler Allee,5,24119,Kronshagen,54.332296,10.085341
Steinwarder Promenade,,23774,Heiligenhafen ,54.381569,10.965532
Marktstraße,1b,22962,Siek,53.633361,10.298299
Süderstraße,89,24955,Harrislee,54.80047,9.39492
Bahnhofstraße,9,24850,Schuby,54.51642,9.48022
Krabbe,17,24306,Plön ,54.16166,10.421181
Am Schiffsthal,11,24306,Plön,54.165059,10.417853
Bahnhofstraße,5,24306,Plön,54.15967,10.42248
Hamburger Strasse,17 - 18,24306,Plön ,54.155633,10.40759861
Schloßberg,3-Apr,24306,Plön ,54.157609,10.415704
Bunsenstraße,2A,24145,Kiel,54.27711,10.15922
Vierschillingsberg,21,24306,Plön,54.161188,10.420876
Steinbrückerstraße,8,23556,Lübeck,53.8577,10.60169
An der BAB,1,22965,Todendorf,53.693019,10.320588
Berliner Strasse,20,23919,Berkenthin,53.73114,10.64012
Seestraße,34,23683,Scharbeutz,54.026044,10.751453
Poggenseer Weg,28,23843,Bad Oldesloe ,53.81641,10.38531
Segeberger Strasse,1,24610,Trappenkamp,54.03769,10.22532
Gablonzer Strasse,42,24610,Trappenkamp,54.036802,10.216599
Am Markt,3,24610,Trappenkamp,54.037164,10.218147
Dorfstraße,40-42,24628,Hartenholm,53.899949,10.05654
Königsberger Strasse,8,24610,Trappenkamp,54.03705,10.21483
Stuthagen,19,24113,Molfsee,54.266693,10.069563
Ton Hus Rönnau,,23795,Klein Rönnau ,53.964105,10.318652
Hamburger Chaussee,2,24113,Molfsee,54.258933,10.061846
Osterberg,1a,24113,Molfsee,54.274985,10.072816
Am Brook,12,24214,Gettorf,54.410389,9.970652
Rathausplatz,1,24558,Henstedt-Ulzburg ,53.792562,9.980484
Dorfstrasse,28,24257,Hohenfelde,54.370169,10.496493
Am Markt,1,24594,Hohenwestedt,54.089075,9.649482
Flenderstraße,87a,23569,Lübeck,53.906507,10.798723
Schmiedestrasse,5-Jul,23556,Lübeck ,53.8646284,10.6842527
Ziegelstrasse,152,23556,Lübeck,53.863555,10.648746
Norderende,2,25821,Breklum,54.60957,8.98857
Theodor-Storm-Strasse,2,25821,Bredstedt,54.616169,8.963291
Pennmoor,1,23560,Lübeck,53.84062,10.622895
Schloss,1,24340,Altenholz ,54.433964,9.871316
Hagenstraße,19,23843,Bad Oldesloe,53.809762,10.371815
Husumer Straße,51,25821,Breklum ,54.607674,8.979855
Am Markt,16,22941,Bargteheide,53.7293,10.262351
Rathausstrasse,24-26,22941,Bargteheide,53.729714,10.267238
Rathausstraße,32,22941,Bargteheide,53.72983,10.268218
Schinderdam,5,24960,Glücksburg,54.83499,9.546807
Steinstrasse,2,23845,Bühnsdorf ,53.887272,10.373008
Hamburger Strasse,24a,24558,Henstedt-Ulzburg,53.791723,9.980477
Am Knüll,3,24217,Stakendorf,54.388211,10.428575
Schulstrasse,,24229,Dänischenhagen ,54.427908,10.125039
Schwanenweg,7,24235,Laboe ,54.39884,10.23212
Parkstraße,Dec-18,24534,Neumünster,54.075099,9.989594
Mielkendorfer Weg,2,24113,Molfsee,54.281652,10.079349
Brookauweg,1,24217,Schönberg,54.40262,10.37197
Ostseestraße,13,24217,Schönberg ,54.394948,10.3728143
Bahnhofstraße,17,25421,Pinneberg,53.657871,9.798542
Rasthof Hüttener Berg West,,24791,Alt Duvenstedt ,54.363947,9.670772
Schwarze Strasse,2:00 AM,24977,Langballig ,54.79889,9.63353
Markt,3,23812,Wahlstedt ,53.95276,10.21254
Strandstrasse,12,24229,Strande ,54.436899,10.172009
Am Flugplatz,4,23560,Lübeck,53.794745,10.70195
An der Treene,5,25876,Schwabstedt,54.39422,9.18501
Holmberg,20,24955,Harrislee,54.80553,9.391932
Alt Frösleer Weg,39,24955,Harrislee,54.806114,9.394478
Hauptstrasse,56,24819,Todenbüttel ,54.129888,9.554898
Auguststraße,48,23611,Bad Schwartau,53.91399,10.693399
Industriestraße,27a,22880,Wedel,53.58042,9.735619
Mühlenwurth,28A,25489,Haseldorf,53.646359,9.572872
Segeberger Strasse,1,22941,Bargteheide,53.735445,10.266801
Koppeldamm,1,25335,Elmshorn,53.76256,9.67173
Am Hafen,40,25832,Tönning ,54.31669,8.94933
Kaltenweide,238,25335,Elmshorn,53.767364,9.687895
Dorfstraße,43,25370,Seester,53.717577,9.59885
Dorfstraße,52a,25371,Seestermühe,53.703261,9.574735
Schulsteig,2,25370,Seester,53.717549,9.598989
Schulstrasse,9,25469,Halstenbek,53.635782,9.841155
Brummerackerweg,6,25499,Tangstedt,53.731594,10.082919
Am Altenfeldsdeich,50,25371,Seester,53.70999,9.55337
Dorfstraße,8,24791,Alt Duvenstedt,54.358701,9.644086
An der Bahn,20,25336,Elmshorn,53.74685,9.660858
Auf dem Gut,3,21493,Basthorst,53.580193,10.470354
An der Wildkoppel Sportplatz,,23845,Sülfeld,53.808123,10.216526
Gutenbergring,47,22848,Norderstedt,53.659349,9.988804
Oldesloer Strasse,9,23845,Sülfeld,53.801245,10.234569
Brauerstraße,7,24568,Kaltenkirchen ,53.835849,9.962937
Möllner Landstraße,22,22113,Oststeinbek,53.541514,10.163601
Willy-Pelz-Straße,1-May,23812,Wahlstedt ,53.944168,10.197724
Klosterbergenstraße,28,21465,Reinbek ,53.514871,10.243559
Meessen,32,22113,Oststeinbek,53.548401,10.166567
Willy-Pelz-Straße,1-May,23812,Wahlstedt ,53.944913,10.198248
Segeberger Straße,1,23827,Wensin / Garbek ,53.998106,10.416992
Papenkamp,8,23879,Mölln,53.605282,10.694399
Hof Louisenlund,,24357,Güby,54.487612,9.677593
Schloß Louisenlund,,24357,Güby,54.49336,9.685102
Winterbeker Weg,49,24114,Kiel,54.309019,10.113476
Herzog-Philipp-Allee,3A,25832,Tönning ,54.320983,8.939481
Eckhorst,80,22941,Bargteheide,53.72348,10.25233
Alt Frösleer Weg,1,24955,Harrislee,54.807618,9.403712
Bäckerstroot,4,24861,Bergenhusen,54.37472222,9.31861111
Jochim-Polleyn-Platz,11,23879,Mölln,53.623219,10.687569
Kerschensteinerstraße,2,23879,Mölln,53.620474,10.685858
Putloser Chaussee,35,23758,Oldenburg in Holstein,54.31026894,10.86068675
Ottendorfer Straße,12,23701,Kesdorf,54.064976,10.656144
Alter Postweg,1,22926,Ahrensburg ,53.68266,10.25242
Hamburger Chaussee,90,24113,Kiel,54.30459,10.11485
Wischhofstraße,1-Mar,24148,Kiel ,54.32757,10.17755
Bargerbrück,4,23617,Stockelsdorf,53.921074,10.640109
Wischhofstraße,1-Mar,24148,Kiel,54.328772,10.176729
Schweriner Strasse,17a,24106,Kiel,54.359355,10.141992
Am Fahrenkrog,1,23730,Sierksdorf,54.074594,10.777225
Ostdeutsche Strasse,3,25840,Friedrichstadt ,54.378228,9.094393
Alte Dorfstrasse,22,25873,Rantrum ,54.43932,9.13044
Dänischburger Landstraße,83,23569,Lübeck,53.914589,10.733124
Aschauer Landstrasse,6,24340,Altenhof,54.454339,9.928956
Karl-Pohns-Strasse,80,25873,Rantrum,54.43751,9.12956
Alte Landstraße,81,22941,22941,53.724905,10.246823
Bürgermeisterweg,3,24628,Hartenholm ,53.902802,10.062966
Osterende,10,24876,Hollingstedt,54.45607,9.33954
Gartenstrasse,32,24534,Neumünster,54.066171,9.981499
Seestern-Pauly-Strasse,10,21493,Schwarzenbek ,53.50237,10.48482
Fabrikstraße,7,23568,Lübeck,53.89319,10.79771
Wiekstraße,5,23570,Lübeck Priwall,53.9518,10.88641
Dorfstrasse,4,25920,Stedesand,54.73943,8.928209
Niederstraße,15,24217,Schönberg ,54.39511,10.36967
Holstenstraße,66-68,24103,Kiel,54.321252,10.134165
Augustental,29,24232,Schönkirchen,54.334673,10.21747
Bürgermeister-Schade-Straße,12,24232,Schönkirchen ,54.33775,10.20973
Am Markt,,24217,Schönberg ,54.396066,10.369762
Bergstraße,2,24103,Kiel,54.32708,10.13522
Hauptstraße,24,24647,Wasbek ,54.07189,9.89833
Westerende,30a,25876,Schwabstedt,54.399432,9.181627
Hauptstraße,12a,24613,Aukrug ,54.08446,9.78847
Hauptstraße,63,24819,Todenbüttel,54.129481,9.554721
Lindenstraße,32,24594,Hohenwestedt,54.09068,9.65294
Holzkoppelweg,8-Dec,24118,Kiel,54.33525,10.11323
Feldstraße,7a,24105,Kiel,54.3297,10.13875
Düsternbrooker Weg,70,24105,Kiel,54.335305,10.152255
Möllner Landstraße,107,22113,Oststeinbek,53.543001,10.177885
Wasserkrüger Weg,16,23879,Mölln,53.62497,10.6874
Markt,16,23774,Heiligenhafen,54.372433,10.978888
Apeldör,2,25779,Hennstedt ,54.27858,9.19524
Büsumer Straße,135-137,24768,Rendsburg ,54.32366,9.61572
Hollesenstraße,4,24768,Rendsburg,54.307897,9.658975
Berliner Straße,4,24768,Rendsburg ,54.29499,9.66271
Kaiserstraße,8,24768,Rendsburg ,54.297772,9.6689567
Königinstraße,1,24768,Rendsburg ,54.299475,9.664078
Hans-Heinrich-Beisenkötter-Platz,1,24768,Rendsburg,54.303691,9.667715
Friedrich-Ebert-Straße,1,24837,Schleswig,54.51913,9.55102
Cesenaticostr.,14,21493,Schwarzenbek ,53.508018,10.492622
Uhlebüller Strasse,6,25899,Niebüll,54.791261,8.82892
Flensburger Str.,61,24837,Schleswig ,54.529511,9.526837
Schule im Augustental,29,24232,Schönkirchen ,54.33377,10.21635
Kehdenstraße,12,24103,Kiel,54.323153,10.137359
,,24232,Schönkirchen ,54.333122,10.21713
Augustenthal,29,24232,Schönkirchen ,54.332796,10.217655
Friedhofsweg,6,24217,Schönberg,54.39823,10.37173
Dorfstraße,47,23719,Glasau,54.052744,10.53032
Stakendorfer Tor,6-Oct,24217,Schönberg ,54.394404,10.375279
Kirchhofsallee,28,24214,Gettorf,54.405728,9.981764
Rehmkamp,10,24161,Altenholz,54.40208,10.13259
Hans-Böckler Straße,1,23560,Lübeck,53.85127,10.68044
Seminarweg,7,23795,Bad Segeberg ,53.935751,10.305623
Altenholzer Straße,Oct-14,24161,Altenholz,54.40306,10.12971
Königsstrasse,32,23843,Bad Oldesloe,53.807842,10.373582
Buschkoppel,7,21493,Schwarzenbek,53.506241,10.485059
 Rathausallee,31,22846,Norderstedt ,53.70663,9.9931
Westerrade,1,24340,Eckernförde,54.4518263,9.8448837
Berliner Straße,12,21493,Schwarzenbek,53.500219,10.478164
Heidbergsttraße,101 - 111,22846,Norderstedt,53.706288,9.994471
Wassermühlenstraße,5,25436,Uetersen ,53.68342,9.66725
Hauptstraße,60,25462,Rellingen,53.65143,9.83016
Gustavstraße,6,25469,Halstenbek,53.63427,9.84072
Chemnitzstraße,30,25355,Barmstedt,53.7885,9.77563
Breite Straße,65,25361,Krempe,53.8361942,9.4865437
Am Markt,1,25355,Barmstedt,53.7888,9.76994
Heederbrook,10,25355,Barmstedt,53.78219,9.77334
Schulweg,3,25364,Brande-Hörnerkirchen,53.85029,9.70789
Am Yachthafen,14,23769,Fehmarn ,54.41207,11.1994
Ede-Menzler-Weg,6,25355,Barmstedt,53.78184,9.768849
Birkenweg,29,25361,Krempe,53.83857,9.49242
Ede-Menzler-Weg,6,25355,Barmstedt,53.781238,9.768507
Oststraße,144,22844,Norderstedt,53.740493,10.022382
Am Wasserwerk,3,23795,Bad Segeberg ,53.939433,10.287796
An der L234,,24640,Schmalfeld ,53.890605,9.984315
Koberg,2,23552,Lübeck,53.871635,10.688408
Tarbeker Landstraße,4,23824,Tensfeld,54.054452,10.300167
Wischhofstraße,1-Mar,24148,Kiel,54.327055,10.182591
Schleswiger Straße,18,24340,Eckernförde,54.477723,9.831121
Am Wasserwerk,4,23795,Bad Segeberg ,53.939047,10.288122
Industriestraße,6,24589,Nortorf ,54.17317,9.85478
Kaiserstraße,23,24768,Rendsburg ,54.29722,9.67248
Wischhofstraße,1-Mar,24148,Kiel,54.328345,10.177481
Lindenstraße,1-Mar,25548,Kellinghusen,53.95349164,9.00839478
Kieler Straße,103-107,25474,Bönningstedt,53.6646861,9.9044256
Düsternbrooker Weg,20,24105,Kiel,54.329917,10.148505
Düsternbrooker Weg,20,24105,Kiel ,54.329976,10.148822
Am Markt,5,25554,Wilster,53.92214,9.37355
Kirchberg,4,23843,Bad Oldesloe ,53.808813,10.375227
Travemünder Allee,3,23568,Lübeck,53.87654,10.69316
Breite Straße,18-28,23552,Lübeck,53.87023,10.68757
Unterberg,1,21481,Lauenburg Elbe ,53.37094,10.577541
Bergstraße,2-Apr,24340,Eckernförde,54.478008,9.843806
Barkholt,64,22927,Großhansdorf,53.652691,10.281428
Mommsenstr.,13,23843,Bad Oldesloe,53.8066972,10.3797894
Ritter-Wulf-Platz,1,21493,Schwarzenbek,53.50275,10.478104
Söllerstraße,16,21481,Lauenburg Elbe ,53.36906,10.57985
Rappenberg,,21502,Wiershop,53.4353,10.443064
Hasentahler Weg,,21502,Wiershop,53.436825,10.444641
Hauptstrasse,34,24852,Eggebek,54.61855,9.370773
Markt,15,21502,Geesthacht ,53.430384,10.375689
Königstraße,19-21,25709,Marne,53.95349164,9.00839478
Holstenstraße,42-48,25560,Schenefeld,54.0461749,9.481183
Roggenstraße,14,25704,Meldorf,54.0888266,9.0733466
Markt,31-33,25746,Heide,54.1938854,9.0916834
Bergedorfer Straße,28,21502,Geesthacht ,53.432906,10.371481
Hafenstrasse,16,21502,Geesthacht ,53.431831,10.374178
Bergedorfer Strasse,58,24502,Geesthacht,53.43647,10.36907
Schillerstraße,9,21502,Geesthacht,53.431616,10.374351
Geesthachter Strasse,82,21502,Geesthacht,53.444452,10.362382
Elbuferstraße,1,21502,Geesthacht,53.428051,10.373117
Gänsemarkt,1,24534,Neumünster,54.073888,9.984047
Hamburger Straße,42,23843,Bad Oldesloe,53.80599,10.36715
Beim Gießhaus,11,25348,Glückstadt,53.777915,9.440292
Am Bürgerpark,4,23843,Bad Oldesloe,53.81104,10.36839
Markt,5,23843,Bad Oldesloe,53.809926,10.373688
Vorderreihe,51,23570,Lübeck,53.958385,10.870944
Olivet-Allee,46,23843,Bad Oldesloe,53.8081,10.36644
Mühlenstraße,22,23843,Bad Oldesloe,53.810418,10.37553
Bahnhofstraße,5,23769,Fehmarn,54.44028,11.19583
Jerusalemsberg,1-Mar,23568,Lübeck,53.878946,10.694376
Holstenstraße,32,24568,Kaltenkirchen,53.8357,9.96413
Hamburger Straße,42,23843,Bad Oldesloe,53.806351,10.365781
Herrenholz,14,23556,Lübeck,53.8583014,10.6293016
Leibnizstraße,13-15,24568,Kaltenkirchen ,53.818496,9.969088
Kurhausstraße,5,23795,Bad Segeberg,53.93702,10.30743
Beckersbergstraße,34,24558,Henstedt-Ulzburg,53.7937138,9.9897277
Falkenburger Straße,94c,23795,Bad Segeberg,53.928641,10.295574
Gartenstraße,4-Aug,25884,Viöl,54.570068,9.1788
Löwenstedter Straße,18,25855,Haselund,54.6035,9.19031
Kirchenweg,1,25884,Viöl,54.569491,9.181063
Stadtweg,27A,24837,Schleswig ,54.51634,9.56394
Wrangelstraße,18,24937,Flensburg,54.787493,9.425471
Schulstraße,11,25813,Schwesing,54.495508,9.139173
Obere Dorfstraße,12,25864,Löwenstedt,54.621555,9.170331
Kapellenweg,3,25864,Löwenstedt ,54.619658,9.176726
Ostenauer Straße,,25864,Löwenstedt,54.621624,9.178864
An der Nordstraße,5,24989,Dollerup,54.78406,9.67263
Große Straße,30,24855,Jübek,54.55754,9.401
Hauptstraße,12,25855,Haselund,54.592643,9.183685
Hauptstraße ,30,25885,Ahrenviölfeld,54.532153,9.279176
Hafflück,,24977,Westerholz,54.807377,9.707896
Strandweg,4,24977,Langballig,54.821527,9.654549
Haffstraße,2,24977,Westerholz ,54.81847,9.672
Gänsemarkt,1,24534,Neumünster,54.0739776,9.983657
Ostseeferienpark,,23774,Heiligenhafen ,54.379077,10.95299
Paul-Ziegler-Straße,1 a/b,24939,Flensburg ,54.803006,9.411875
Husumer Str.,1,25866,Mildstedt ,54.480911,9.099233
Dorfstraße,6,24999,Wees,54.807042,9.520376
Christa-Höppner-Platz,1,21521,Dassendorf,53.489539,10.362339
Bauhof,5-Jun,23879,Mölln,53.62728,10.68794
Alte Salzstraße,7,23911,Pogeez,53.74768,10.72889
Am Markt,4-May,23909,Ratzeburg ,53.6992494,10.7747945
Stadtweg,18,24837,Schleswig,54.51736,9.56516
Lollfuß,89,24837,Schleswig ,54.5124,9.54767
Plessenstraße,13,24837,Schleswig,54.515798,9.566332
Moltkestraße,22-26,24837,Schleswig,54.518525,9.558639
Fjordallee,1,24837,Schleswig,54.515636,9.58783
Adolf-Westphal-Straße,4,24143,Kiel,54.3082,10.13307
Schleswiger Straße,130,24941,Flensburg,54.76157,9.43469
Am Jachthafen,4a,23774,Heiligenhafen,54.37424,10.98385
Süderstraße,33,24214,Gettorf,54.401771,9.974176
Lorentzendamm,28-30,24103,Kiel,54.32598,10.13419
Wasbeker Str.,330,24537,Neumünster,54.071537,9.939776
Turmstraße,8-Dec,23843,Bad Oldesloe ,53.806339,10.385819
Lornsenstraße,52,25335,Elmshorn,53.76007,9.6536
Wittstocker Straße,7,25436,Tornesch,53.693126,9.699333
Dorfstraße,15,25371,Seesternmühe,53.703842,9.568225
Daimlerstraße,8,25337,Elmshorn,53.7462,9.69106
Tornescher Weg,5-Jul,25436,Uetersen,53.68912,9.67715
Pomosin-Werk,5,23775,Grossenbrode,54.36161,11.07078
Bismarckstraße,8,25335,Elmshorn ,53.7569816,9.6525587
Pomosin-Werk,5,23775,Grossenbrode ,54.36161,11.07078
Rathausmarkt,1,24837,Schleswig ,54.514167,9.572063
Flensburger Straße,7,24837,Schleswig,54.5146,9.54593
Beethovenstraße,7,25524,Itzehoe ,53.93278,9.526567
Walter-Saxen-Straße,7,24963,Tarp,54.655696,9.398632
Flensburger Straße,7,24837,Schleswig,54.514125,9.54515
Am Wiesenhof,5,24616,Armstedt,53.970408,9.854118
Rathausallee,31,22846,Norderstedt,53.706803,9.9929
Zum Brook,4,24143,Kiel,54.30641,10.13726
Ulzburger Str.,201,22846,Norderstedt,53.70082,9.99413
Heischkoppel,8,24217,Barsbek,54.39991,10.31522
Yachthafen,,23774,Heiligenhafen ,54.376421,10.979944
Wanderuper Straße,21,24963,Tarp,54.66898,9.39043
Breite Straße,19,25524,Itzehoe,53.9225,9.51838
Eckernförder Straße,353,24107,Kiel,54.351385,10.090258
Schützenwall,19-29,22844,Norderstedt,53.7104,10.02368
Klaf,2,25938,Utersum,54.71394,8.39687
Kappelener Straße,29,24392,Süderbrarup,54.638298,9.785001
Steindamm,2,25485,Hemdingen,53.76277,9.83557
Flughafen,69,25980,Tinnum,54.899167,8.334722
Hansaring,177,24534,Neumünster,54.08155,9.96018
Niedernstraße,6,24589,Nortorf,54.17024,9.85471
Listlandstraße,11,25992,List,55.0151144,8.4275737
Dänischburger Landstraße,81,23569,Lübeck,53.913796,10.7357218
Storchennest,1,24220,Flintbek ,54.2437933,10.0745279
Kurhausstraße,35,25999,Kampen auf Sylt,54.95701,8.33207
Dorfstraße,49b,24257,Schwartbuck,54.35856,10.47714
Reventloustraße,7,24235,Laboe,54.40464,10.22026
de-Voss-Straße,15,25524,Itzehoe,53.90617,9.48872
Ã–lmühlenallee,3,24306,Plön,54.156296,10.448175
Dithmarscher Platz,2,25524,Itzehoe,53.9266934,9.5129661
Viktoriastraße,17a,25524,Itzehoe,53.927172,9.515985
Langenrade,8,24326,Ascheberg,54.151008,10.342102
Heintzestr.,13,24582,Bordesholm,54.177541,10.016596
Jahnstraße,4,25923,Süderlügum,54.87375,8.90327
Kirchenstraße,10,25587,Münsterdorf,53.902531,9.541078
Querstraße,23-25,24376,Kappeln,54.6610823,9.9308306
Mühlenstraße,2,25560,Schenefeld,54.047525,9.480598
Mergenthalerstraße,13-21,24223,Schwentinental ,54.287451,10.218776
Reiherweg,4,24235,Laboe,54.397655,10.23026
Dorfstraße,,24306,Kossau,54.199916,10.449441
Schulstraße,36,24783,Osterrönfeld,54.28802,9.69422
Kieler Strasse,20a,24143,Kiel,54.314146,10.144495
Margarete-Steiff-Weg,3,25524,Itzehoe,53.933333,9.516667
Hauptstraße,16,25923,Süderlügum,54.8709263,8.9069413
Kirchspielweg,6,25746,Heide,54.1951764,9.1019015
Schulstraße,19,21465,Reinbek,53.5147832,10.2489622
Ascheberger Straße,71,24306,Plön,54.14737,10.39556
Mühlendamm,1,24113,Kiel,54.3126897,10.0989207
Markt,28-30,24306,Plön,54.1582838,10.418051
Inspektor-Weimar-Weg,17,24239,Achterwehr,54.31462,9.96734
Am Hafen,,23769,Orth,54.4479434,11.0873918
Dänischburger Landstraße,79,23569,Lübeck,53.9113345,10.7372297
Tollbrettkoppel,15,23774,Heiligenhafen ,54.36677,11.0031
Fährstraße,9-Nov,25557,Oldenbüttel ,54.171369,9.451359
Dänischburger Landstraße,79,23569,Lübeck,53.9113345,10.7372297
Berliner Platz,1,24321,Hohwacht,54.32154,10.66342
Kaltenweide,6,25335,Elmshorn,53.75628,9.66492
Sachsenring,10,24534,Neumünster,54.06386389,9.99273598
Fritz-Lau-Platz,1,25348,Glückstadt,53.79206,9.41817
Schulstraße,7,23683,Scharbeutz,54.020705,10.752126
Kielseng,17,24937,Flensburg,54.80468,9.4443
Schulweg,11,24850,Lürschau ,54.54589,9.49891
Ostseering,5,24321,Hohwacht,54.322394,10.664389
Hoeschstraße,1,23560,Lübeck,53.846609,10.678102
Hinter den Höfen,2,23758,Oldenburg,54.29,10.88318
Rosenstraße,2,23626,Ratekau,53.9488663,10.7342161
Friedrichstraße,43,25980,Westerland,54.90756,8.29808
Brückenstraße,24,24220,Flintbek,54.242509,10.0597254
Strandstraße,119,23669,Niendorf,53.9926997,10.8277595
Listlandstraße,11,25992,List ,55.0151144,8.4275737
Dorfstraße,4,25920,Stedesand,54.7388819,8.9279317
Elmshorner Straße,4,25358,Horst,53.81082,9.6181
Ochsenweg,32,24941,Flensburg,54.75762,9.40031
Mühlenstraße,7,24852,Bordesholm,54.175152,10.043178
Langberger Weg,4,24941,Flensburg,54.773891,9.395285
Osterende,,25576,Brokdorf,53.85904,9.33230639
Mühlenberg,18,24857,Fahrdorf,54.5000661,9.5989141
Wiesengrund,1,25576,Brokdorf,53.862532,9.334294
Bahnhofsstraße,43-47,24582,Bordesholm,54.17384,10.04071
Rathausstraße,2,24960,Glücksburg,54.83473,9.5477
Marrensdamm,2,24944,Flensburg,54.8152953,9.4720588
An der Nordstraße,5,24989,Streichmühle,54.78406,9.67263
Bahnhofstraße,7,24966,Sörup,54.7173956,9.6703989
Hauptstraße,55,25917,Leck,54.7733,8.97084
Großstraße,7-Nov,25813,Husum ,54.47702,9.04931
Rathausmarkt,1,24376,Kappeln,54.66183,9.93198
Inselstraße,32,25946,Wittdün auf Amrum,54.62714,8.39221
Große Straße,23,24392,Süderbrarup ,54.6355359,9.7745745
Mürwiker Straße,91,24943,Flensburg,54.80126,9.45447
Fehmarnstraße,2,24752,Büdelsdorf,54.32461,9.69766
Hollerstraße,126,24782,Büdelsdorf ,54.323193,9.694351
Ual Sarrepwai,2,25946,Norddorf auf Amrum ,54.68021,8.33332
Soltausredder,21,22885,Barsbüttel,53.57247,10.16196
Breite Straße,65,25361,Krempe,53.8361942,9.4865437
Dithmarscher Straße,11,25832,Tönning,54.32137,8.95405
Göhler Straße,90,23758,Oldenburg in Holstein ,54.29182,10.90682
Fahrensodde,16,24944,Flensburg,54.82237,9.46827
Hollerstraße,124,24782,Büdelsdorf,54.32202,9.6931
Koogstraße,70,25541,Brunsbüttel,53.896474,9.139404
Rathausstraße,22,24937,Flensburg ,54.786246,9.432991
